id,name,url,comment,muscle_group
198,Тяга горизонтального блока обратным хватом,https://cloud.mail.ru/public/4xSy/9obqfVBGc,Оборудование: Горизонтальный блок,10
199,Тяга горизонтального блока узким хватом в полную амплитуду,https://cloud.mail.ru/public/XGQe/SnRbCMJmK,Оборудование: Горизонтальный блок,10
200,Тяга с нижнего блока с канатной рукоятью,https://cloud.mail.ru/public/AKWL/qq6VdEGB2,Оборудование: Кроссовер,10
201,Тяга с нижнего блока широким прямым хватом,https://cloud.mail.ru/public/fPsa/Lm3uuqAie,Оборудование: Кроссовер,10
202,[object Object],https://cloud.mail.ru/public/fPsa/Lm3uuqAie,Оборудование: Кроссовер,10
203,Тяга с нижнего блока средним обратным хватом,https://cloud.mail.ru/public/uKpB/8n3WtQ4ia,Оборудование: Кроссовер,10
204,Тяга с нижнего блока узким хватом,https://cloud.mail.ru/public/4EgE/zcDs9V1Ur,Оборудование: Кроссовер,10
205,Тяга с нижнего блока одной рукой с опорой о наклонную скамью,https://cloud.mail.ru/public/MZwS/WiYAtykik,Оборудование: Кроссовер,10
206,Перекресные разведения рук в кроссовере,https://cloud.mail.ru/public/pRxb/NFrFCo31w,Оборудование: Кроссовер,10
207,Тяга с верхнего блока параллельный хват,https://cloud.mail.ru/public/5ML6/TmnK2AiEW,Оборудование: Кроссовер,10
208,Тяга с верхнего блока с канатной рукоятью  с супинацией,https://cloud.mail.ru/public/aB3i/xDJMoj9td,Оборудование: Кроссовер,10
209,Тяга с верхнего блока прямой хват,https://cloud.mail.ru/public/u5zJ/vQKcC97fH,Оборудование: Кроссовер,10
210,Тяга с верхнего блока лежа животом на наклонной скамье,https://cloud.mail.ru/public/TPnE/6Q9T82Bh4,Оборудование: Кроссовер,10
211,Тяга с верхнего блока одной рукой,https://cloud.mail.ru/public/BTCK/2EYYVvAmQ,Оборудование: Кроссовер,10
212,Тяга  с верхнего блока с использованием наклонной скамьи,https://cloud.mail.ru/public/3FPF/Uzd7eRLFK,Оборудование: Кроссовер,10
213,Тяга с верхних блоков сидя на скамье,https://cloud.mail.ru/public/wmCG/qG7N2Zjd3,Оборудование: Кроссовер,10
214,Тяга с верхнего блока на наклонной скамье,https://cloud.mail.ru/public/E1wg/cCjsjPGmd,Оборудование: Кроссовер,10
215,Тяга в кроссовере с верхних блоков двумя руками,https://cloud.mail.ru/public/dkR6/xzv4h5P3W,Оборудование: Кроссовер,10
216,Пуловер,https://cloud.mail.ru/public/wGQY/p9bKHSMFT,Оборудование: Кроссовер,10
217,Пуловер  одной рукой,https://cloud.mail.ru/public/5KL4/2eoYAKMFm,Оборудование: Кроссовер,10
218,Пуловер с канатной рукоятью,https://cloud.mail.ru/public/Gzs4/pUVSd4pVN,Оборудование: Кроссовер,10
219,"Тяга """"Т-грифа""""",https://cloud.mail.ru/public/1nLX/DfPiRNGJH,Оборудование: Штанга,10
220,Тяга гантели в наклоне,https://cloud.mail.ru/public/s1rb/u9Go8ZG6r,Оборудование: Гантели,10
221,Тяга двух гантелей в наклоне,https://cloud.mail.ru/public/u5pT/tcZNM5foV,Оборудование: Гантели,10
222,Тяга штанги в наклоне прямым средним хватом,https://cloud.mail.ru/public/VKPx/jxMxiM8Hh,Оборудование: Штанга,10
223,Тяга штанги в наклоне в тренажере Смита одной рукой,https://cloud.mail.ru/public/n3Ro/hCEw4io4L,Оборудование: Тр. Смита,10
224,Вертикальная тяга в «Хаммер» одной рукой,https://cloud.mail.ru/public/vaEo/EvA87qJrN,Оборудование: Вертикальная тяга Хаммер,10
225,Тяга горизонтального блока узким хватом с предварительно сведенными лопатками,https://cloud.mail.ru/public/gSDo/HxHj3r9xk,Оборудование: Горизонтальный блок,10
226,Пуловер поочередно на каждую сторону,https://cloud.mail.ru/public/JEdt/vbKYYjk8D,Оборудование: Кроссовер,10
227,Тяга штанги в наклоне обратным хватом,https://cloud.mail.ru/public/Sknb/tFbhWB63C,Оборудование: Штанга,10
228,Пуловер с эспандером,https://cloud.mail.ru/public/oAS8/MpDUvFWyM,Оборудование: Эспандер,10
229,Подтягивания широким хватом,https://cloud.mail.ru/public/bVqZ/4xgvipx85,Оборудование: Перекладина/ эспандер / Гравитрон,10
230,Подтягивания параллельным (узким/средним) хватом,https://cloud.mail.ru/public/tzmL/5gvUpcwt4,Оборудование: Перекладина/ эспандер / Гравитрон,10
231,Подтягивания средним хватом,https://cloud.mail.ru/public/ZQkg/dCqHWhdWi,Оборудование: Перекладина/ эспандер / Гравитрон,10
232,Тяга горизонтального блока узким хватом,https://cloud.mail.ru/public/4etD/bd2rmWrhv,Оборудование: Горизонтальный блок,10
233,Тяга Т-грифа узким хватом,https://cloud.mail.ru/public/bsDp/BZriZ4bfP,Оборудование: Упор для штанги/Гриф | Статус: [object Object],10
234,Тяга горизонтального блока одной рукой,https://cloud.mail.ru/public/dW63/LBkp1pgcw,Оборудование: Горизонтальный блок,10
235,"Вертикальная тяга в тренажере """"Хаммер""""",https://cloud.mail.ru/public/yn6d/zXBTALgaW,Оборудование: Вертикальная тяга Хаммер,10
236,Подтягивания обратным  хватом,https://cloud.mail.ru/public/zFpE/jxzdrvWhB,Оборудование: Перекладина/ эспандер / Гравитрон,10
237,Подтягивания широким хватом (гравитрон),https://cloud.mail.ru/public/zFpE/jxzdrvWhB,Оборудование: Перекладина/ эспандер / Гравитрон,10
238,Шраги с нижнего блока,https://cloud.mail.ru/public/HaU4/5oY2U3hDf,Оборудование: Кроссовер,11
239,Шраги с нижних блоков,https://cloud.mail.ru/public/WY8L/c9DszRuT8,Оборудование: Кроссовер,11
240,Шраги в Смита из-за спины,https://cloud.mail.ru/public/KYLU/J7vY5N5P4,Оборудование: Тр. Смита,11
241,"Тяга в тренажере """"Хаммер""""",https://cloud.mail.ru/public/W9pK/m786kspY8,Оборудование: Хаммер на трапеции,11
242,Шраги с блинами,https://cloud.mail.ru/public/T6h6/mXCbmpiRZ,Оборудование: Блины,11
243,Шраги в Смита,https://cloud.mail.ru/public/iBHi/HFQEEVnhA,Оборудование: Тр. Смита,11
244,Шраги с гантелями,https://cloud.mail.ru/public/dKHv/eWgwEdLow,Оборудование: Гантели,11
245,Шраги со штангой,https://cloud.mail.ru/public/VJZn/1EGQP5G6g,Оборудование: Штанга,11
246,"Разгибания корпуса лежа на полу """"Лодочка""""",https://cloud.mail.ru/public/XQ7e/Pk9Uy2D4C,Оборудование: С/в,12
247,Разгибания корпуса лежа на полу разгибание тела,https://cloud.mail.ru/public/u7KQ/7ugo4jXa2,Оборудование: С/в,12
248,Гиперэкстензия в кроссовере,https://cloud.mail.ru/public/mwW9/jvhyj2PdQ,Оборудование: Гиперэкстенизия 45 гр.,12
249,Гиперэкстензия с эспандером,https://cloud.mail.ru/public/LfCf/G5b9ba4wH,Оборудование: Гиперэкстенизия 45 гр.,12
250,Перекрестные разгибания корпуса лежа на полу,https://cloud.mail.ru/public/jEkw/U4RVdtZNW,Оборудование: С/в,12
251,"Гперэкстензия ",https://cloud.mail.ru/public/3yFN/UCzwhQuWb,Оборудование: Гиперэкстенизия 45 гр.,12
252,Гиперэкстензия с эспандером зафиксированным на нижней части тренажера,https://cloud.mail.ru/public/jEXT/DmByzxCtq,Оборудование: Гиперэкстенизия 45 гр.,12
253,Гиперэкстензия с доп. весом,https://cloud.mail.ru/public/Nk3y/q2F6Fw6Fh,Оборудование: Гиперэкстенизия 45 гр.,12
254,"""""Ягодичный мостик"""" в тренажере для разгибания ног",https://cloud.mail.ru/public/veoy/emPdhypXz,Оборудование: Тр. Разгибание ног,13
255,"""""Ягодичный мостик"""" в Смита",https://cloud.mail.ru/public/LPGW/NT9hzEi8M,Оборудование: Тр. Смита,13
256,"""""Ягодичный мостик"""" на одну ногу",https://cloud.mail.ru/public/8Lwz/ZZJSari3v,Оборудование: С/в,13
257,"""""Мертвая"""" тяга со штангой в полную амплитуду",https://drive.google.com/file/d/1Ly7Mq8vw4B7UdgeKB2soaXXZVGQyfNFS/view?usp=sharing,Оборудование: Штанга,13
258,"""""Мертвая"""" тяга со штангой с акцентом на ягодицы",https://drive.google.com/file/d/1H_yG_9I1uJ8M0bPoHHPVSsim5BzHhDHP/view?usp=sharing,Оборудование: Штанга,13
259,"""""Румынская тяга""""",https://drive.google.com/file/d/1QlhjTDg-yGeK-VKSgnsFIhuA2AV9PCL7/view?usp=sharing,Оборудование: Гантели,13
260,Выпад + мертвая тяга на одну ногу с гантелями,https://drive.google.com/file/d/1IURtAAZb1_QXAB2Id-TNwC3VouxZFbhE/view?usp=sharing,Оборудование: Гантели,13
261,"""""Мертвая"""" тяга в Смита ",https://drive.google.com/file/d/1rX2yaBHPFBxDSdakoiNR2FhxuBTcYCyi/view?usp=sharing,Оборудование: Тр. Смита,13
262,"""""Мертвая"""" тяга в Смита на одной ноге",https://drive.google.com/file/d/1f_V-6uqvhZHaCOY-Di7JR32Ogu7dmgLC/view?usp=sharing,Оборудование: Тр. Смита,13
263,Присед со штангой,https://drive.google.com/file/d/15HtCGgVdc_E_p7dcjCRU6C4h0whZ8SMu/view?usp=sharing,Оборудование: Штанга,13
264,Присед в кроссовере,https://drive.google.com/file/d/1eJi9outr6lQgXIc2WPixz6BqSiqJ87b5/view?usp=sharing,Оборудование: С/в,13
265,Присед в выпаде со штангой,https://drive.google.com/file/d/1CJbwhRniBuLjG3OJPitjiJVoTEF__fok/view?usp=sharing,Оборудование: Штанга,13
266,Выпады в тр. Смита,https://drive.google.com/file/d/15e9VkOUj3DZ1G1udiopNwL6qhunUfiSC/view?usp=sharing,Оборудование: Тр. Смита,13
267,Присед в выпаде в тр. Смита,https://drive.google.com/file/d/10FR7vWkQgOW2YBMd07ktk4MrnxPjEC5r/view?usp=sharing,Оборудование: Тр. Смита,13
268,Присед в выпаде с гантелями,https://drive.google.com/file/d/1khRn30yMkRhzEwVHYkqTI3jBg6Qktzjd/view?usp=sharing,Оборудование: Гантели,13
269,Ходьба выпадами с гантелями/ блинами,https://drive.google.com/file/d/1M3n8iEX4Xunw0D95O5NG--MxARyC9MuE/view?usp=sharing,Оборудование: Гантели,13
270,Выпад в приседе держась за опору опорой,https://drive.google.com/file/d/1Icd62ldA778RxAxJaKVGAPDB4J7ZxqFH/view?usp=sharing,Оборудование: С/в,13
271,Выпады держась за опору,https://drive.google.com/file/d/1CWNBp6l5TnLatqp2afVZH8qlCqxNtwyS/view?usp=sharing,Оборудование: С/в,13
272,Перекрестные выпады,https://drive.google.com/file/d/12-uburDV6FfT6MCPY6F2I8r1p5bc55mu/view?usp=sharing,Оборудование: С/в,13
273,"""""Болгарский"""" присед",https://drive.google.com/file/d/1gJrAHq1xWDbPAjQ_Ub-aZLw3AEgzroHk/view?usp=sharing,Оборудование: С/в,13
274,Зашагивания на тумбу,https://drive.google.com/file/d/1Ll7pGnqnhAwZt3KtbpbKyq_ndgWwxhOu/view?usp=drive_link,Оборудование: Тумба,13
275,Жим ногой в гравитроне,https://drive.google.com/file/d/1C9hGjW9qoPHrNMmdk4ShIefBBDhA3CDY/view?usp=sharing,Оборудование: Гравитрон,13
276,"Обратная гиперэкстензия ",https://drive.google.com/file/d/1iat07EZKF0UXhst8ruoqd89Ye16GPgsK/view?usp=sharing,Оборудование: Тр. Горизонтальная гиперэкстензия,13
277,Отведение ноги в тренажере (постановка стопы под углом 45 гр.),https://drive.google.com/file/d/1hd6xvLg33LndoeDaJ-a4yKSEmRRWBVRB/view?usp=sharing,Оборудование: Тр. Отведение ноги,13
278,"Отведение ноги из положения на четвереньках назад ",https://drive.google.com/file/d/1egTWSPWHF3e6iSLQ0CFE7ALd7l_lWFVa/view?usp=sharing,Оборудование: С/в/гантель,13
279,Отведение ноги из положения на четвереньках в сторону,https://drive.google.com/file/d/1DUbi2TNvmxFIFQNtVAl0ZiPVhF0I_KHH/view?usp=sharing,Оборудование: С/в/гантель,13
280,Отведение ноги из положения на четвереньках назад и в сторону,https://drive.google.com/file/d/1W36bSyrD2OtYZ7VCDZD9LvgT5UXqzUt4/view?usp=sharing,Оборудование: С/в/гантель,13
281,Отведение ноги из положения на четвереньках с эспандером назад и в сторону,https://drive.google.com/file/d/1RmGfSFmaash7CWY-Jn7V5XOatTrPHM-T/view?usp=sharing,Оборудование: С/в/эспандер,13
282,Отведение ноги из положения на четвереньках с эспандером в сторону,https://drive.google.com/file/d/1Y8JgM59Knae5thQLRyblMJ0iNzxnK0yz/view?usp=sharing,Оборудование: С/в/эспандер,13
283,Отведение ноги из положения на четвереньках с эспандером назад,https://drive.google.com/file/d/1TrjC-sFsC0K11EjJ6fZpkB2QJWDmYHKq/view?usp=sharing,Оборудование: С/в/эспандер,13
284,Отведение ноги в кроссовере назад,https://cloud.mail.ru/public/KHgZ/mGUzL9RAr,Оборудование: Кроссовер,13
285,Отведение ноги в кроссовере в сторону стоя на  четвереньках,https://drive.google.com/file/d/1ln9d4SMfyozeWK4LNqejK_DBvnljWKyN/view?usp=sharing,Оборудование: Кроссовер,13
286,Перекрестные отведения ноги в кроссовере,https://cloud.mail.ru/public/P6XU/EVRoTsK8v,Оборудование: Кроссовер,13
287,Отведение+ выпад,https://drive.google.com/file/d/1f4TKNKbThth2pndpi69CGv038ILtAsBd/view?usp=sharing,Оборудование: Кроссовер,13
288,Отведение+ выпад нога на весу,https://drive.google.com/file/d/1Eq7jdRAL7iu4Hx9SaIFygvMnGw1DaIk2/view?usp=sharing,Оборудование: Кроссовер,13
289,Разведение ног в тренажере откинувшись назад,https://drive.google.com/file/d/1AakfbCL3D3M1nQyuK5S2gkwxbFRjP24v/view?usp=sharing,Оборудование: Тр. Разведение ног,13
290,Разведение ног в тренажере,https://drive.google.com/file/d/12VckLYkNnRnV3RtDEErukMHfNaqHhe3R/view?usp=sharing,Оборудование: Тр. Разведение ног,13
291,Разведение ног в тренажере с прожимкой,https://drive.google.com/file/d/1FC7KeaQE8UQZdL8Z04HzjH3XmjTuQCiL/view?usp=sharing,Оборудование: Тр. Разведение ног,13
292,Разведение ног в тренажере с пружинками,https://drive.google.com/file/d/1XMC33gftDGl2W9ZLkfB0OXAObVRqE2wI/view?usp=sharing,Оборудование: Тр. Разведение ног,13
293,Жим в Смита на ягодицы,https://drive.google.com/file/d/12vqoHbpuHv1h5sFnQFc5rFxjiNQGnGVp/view?usp=sharing,Оборудование: Тр. Смита,13
294,"""""Гудмонинг""""",https://drive.google.com/file/d/1urhcu0o09v-Z6l8V-xZXxbZMKlCHWe-Y/view?usp=sharing,Оборудование: Штанга,13
295,Назад со скамьи,https://drive.google.com/file/d/1Kl5HMN6G-qYeGPz4gsxj15lVFnmKQvy6/view?usp=sharing,Оборудование: Кроссовер,13
296,Отведение ноги в кроссовере в сторону,https://drive.google.com/file/d/1dDEOZcsWL-laFxMNkJ66laTQZCjmbXRu/view?usp=sharing,Оборудование: Кроссовер,13
297,"Присед в """"яму""""",https://drive.google.com/file/d/1ekY_WSRCQy1MCMJh-vQqZEyCPnexv9Pr/view?usp=sharing,Оборудование: Гантели,13
298,Присед + мертвая тяга в кроссовере,https://drive.google.com/file/d/1X3PvcQNkfMUes17ROTg9x8ugB4u5-IbY/view?usp=sharing,Оборудование: Кроссовер,13
299,"""""Ягодичный мостик"""" со штангой",https://drive.google.com/file/d/1ezcDqeR66aeo6aQnPEoRZFmrk12_SjI5/view?usp=sharing,Оборудование: Штанга,13
300,Присед в тр. Смита,https://drive.google.com/file/d/1z989W9RNMqAHZr_1PMg8p1XLVBpMCJRX/view?usp=sharing,Оборудование: Штанга,13
301,"""""Мертвая"""" тяга с эспандером ",https://drive.google.com/file/d/1ftwqDV5A7qkJPbJkLf2sRFopxqc7b1Id/view?usp=sharing,"Оборудование: Штанга,эспандер",13
302,"""""Мертвая"""" тяга в трнежере """"присед без осевой нагрузки""""",https://drive.google.com/file/d/1goa1S5X_DnzO4elh-1IglUGWgFJhvByQ/view?usp=sharing,Оборудование: Тр. Присед без осевой нагрузки,13
303,Румынская тяга в кроссовере,https://drive.google.com/file/d/10przAu8O7Uf0bFtqrUn3qgzQOBALeZ9k/view?usp=sharing,Оборудование: Кроссовер,13
304,Присед держась руками за опопру,https://drive.google.com/file/d/1-7E55U_fgX4ZCciRN1pbJoFYKnYwKLqe/view?usp=sharing,Оборудование: С/в,13
305,"""""Ягодичный мостик"""" от пола",https://cloud.mail.ru/public/bFAG/2RvyBNdUb,Оборудование: С/в,13
306,"""""Ягодичный мостик"""" с эспандером",https://drive.google.com/file/d/1-q0glDAjcC79_vhAa1IVs9i3WqMXAjKo/view?usp=sharing,"Оборудование: Штанга,Эспандер",13
307,"""""Ягодичный мостик"""" с постановкой ног на возвышенность",https://drive.google.com/file/d/17Qn83rlMUOUuhezaEKIj1ZogBPto83S6/view?usp=sharing,Оборудование: С/в,13
308,Присед с собственным весом,https://drive.google.com/file/d/1Y2KAkYp0uyqllQyGriOv4H7eRzkhxr6b/view?usp=sharing,Оборудование: С/в,14
309,Сиси-присед,https://drive.google.com/file/d/1AdEZzIbrAQbahLf3mUmlf5KypGU_EcEr/view?usp=sharing,Оборудование: Сиси присед,14
310,Пистолетик,https://drive.google.com/file/d/1Vj_PC7rOAe78EAaCgpGOOYrJAESDWvw2/view?usp=sharing,Оборудование: С/в,14
311,Присед в TRX,https://drive.google.com/file/d/1M6gqrm8nloi9kaXEyjwfbMHCy7x1JGO6/view?usp=sharing,Оборудование: TRX,14
312,Присед держась руками за опопру,https://drive.google.com/file/d/1-7E55U_fgX4ZCciRN1pbJoFYKnYwKLqe/view?usp=sharing,Оборудование: С/в,14
313,"""""Стульчик""""",https://drive.google.com/file/d/1aeY1d-5UtjIxk-etc1he0Ar_Fnlx2y60/view?usp=sharing,Оборудование: С/в,14
314,Присед в выпаде со штангой,https://drive.google.com/file/d/10-wbVxWKeGimQBX8ydCNBBf1Tkq0tLRm/view?usp=sharing,Оборудование: Штанга,14
315,Присед в выпаде в тр. Смита,https://drive.google.com/file/d/10FR7vWkQgOW2YBMd07ktk4MrnxPjEC5r/view?usp=sharing,Оборудование: Тр. Смита,14
316,Выпады с гантелями,https://drive.google.com/file/d/1oywBEgHwUJOoQBMZiOUiUrBrtBfYdAFX/view?usp=sharing,Оборудование: Гантели,14
317,Присед в выпаде с гантелями,https://drive.google.com/file/d/1khRn30yMkRhzEwVHYkqTI3jBg6Qktzjd/view?usp=sharing,Оборудование: Гантели,14
318,Ходьба выпадами с гантелями,https://drive.google.com/file/d/1M3n8iEX4Xunw0D95O5NG--MxARyC9MuE/view?usp=sharing,Оборудование: Гантели,14
319,Ходьба выпадами со штангой,https://drive.google.com/file/d/1t5ZzKSKMOaYteSyb-4iZdhU1sFRWjb24/view?usp=sharing,Оборудование: Штанга,14
320,Выпад в приседе держась за опору опорой,https://drive.google.com/file/d/1Icd62ldA778RxAxJaKVGAPDB4J7ZxqFH/view?usp=sharing,Оборудование: С/в,14
321,Выпады держась за опору  опорой,https://drive.google.com/file/d/1CWNBp6l5TnLatqp2afVZH8qlCqxNtwyS/view?usp=sharing,Оборудование: С/в,14
322,Болгарский присед,https://drive.google.com/file/d/1gJrAHq1xWDbPAjQ_Ub-aZLw3AEgzroHk/view?usp=sharing,Оборудование: С/в,14
323,Жим ногами с узкой постановкой ног,https://drive.google.com/file/d/1bxXWjsWv2_hi2zEE5ISdBEAK3atcebik/view?usp=sharing,Оборудование: Тр. Жим ногами,14
324,Жим ногами внутри амплитуды,https://drive.google.com/file/d/18T4uQhYz4fFen-S-N7w-O8Vbk-3S8OYg/view?usp=sharing,Оборудование: Тр. Жим ногами,14
325,"Разгибание ног в тренажере с """"Прожимкой""""",https://drive.google.com/file/d/1qaVMBP5JdbYcRQKCGN9LOo3RRE0kBfDC/view?usp=sharing,Оборудование: Тр. Разгибание ног,14
326,Разгибание одной ноги в тренажере,https://drive.google.com/file/d/1z-STQ-lukNr5kzhJNvDiW9fkBcAf_Dho/view?usp=sharing,Оборудование: Тр. Разгибание ног,14
327,"Жим ногами со средней постановкой ног ",https://drive.google.com/file/d/1mkM0jNqzC0Ol-oIyDPd5aoovL_OLM6If/view?usp=sharing,Оборудование: Тр. Жим ногами,14
328,Жим ногами одной ногой,https://drive.google.com/file/d/1uH3YYDizeXqQ0Q3gPG3Q6tEnD5ozgpZ5/view?usp=sharing,Оборудование: Тр. Жим ногами,14
329,Разгибание ног в тренажере,https://drive.google.com/file/d/1JQHIlYBbRHEKGz-a8Jx6zKtOqmONpJYB/view?usp=sharing,Оборудование: Тр. Разгибание ног,14
330,Присед со штангой классический,https://drive.google.com/file/d/15HtCGgVdc_E_p7dcjCRU6C4h0whZ8SMu/view?usp=sharing,Оборудование: Штанга,14
331,Присед в Смита,https://drive.google.com/file/d/1z989W9RNMqAHZr_1PMg8p1XLVBpMCJRX/view?usp=sharing,Оборудование: Тр. Смита,14
332,Румынская тяга с гантелями,https://drive.google.com/file/d/1QlhjTDg-yGeK-VKSgnsFIhuA2AV9PCL7/view?usp=sharing,Оборудование: Гантели,15
333,"""""Мертвая"""" тяга в Смита",https://drive.google.com/file/d/1rX2yaBHPFBxDSdakoiNR2FhxuBTcYCyi/view?usp=sharing,Оборудование: Тр. Смита,15
334,"""""Журавлик"""" держась за опору",https://drive.google.com/file/d/1xwhUeL80Yu7Aca4CxFkk4s4oO9GVagHS/view?usp=sharing,Оборудование: С/В,15
335,"""""Журавлик"""" с собственным весом",https://drive.google.com/file/d/18Rv6bTaWSTvRvNhUoh69GwXQ9dR0YPAC/view?usp=sharing,Оборудование: С/В,15
336,"""""Гудмонинг""""",https://drive.google.com/file/d/1urhcu0o09v-Z6l8V-xZXxbZMKlCHWe-Y/view?usp=sharing,Оборудование: Штанга,15
337,Сгибание одной ноги в тренажере лёжа,https://drive.google.com/file/d/1kE1X5_T7Vf453w-RRqpYCkL4xF9-FogZ/view?usp=sharing,Оборудование: Тр. Сгибание ног лежа,15
338,Сгибание ног в тренажере лёжа,https://drive.google.com/file/d/1tD57u3A7tb6G8WW_Y9TSk4gjPLrqdI-_/view?usp=sharing,Оборудование: Тр. Сгибание ног лежа,15
339,Сгибание одной ноги в тренажере сидя,https://drive.google.com/file/d/1vuYPbqStEcpk6xQAldEGwk-5F5YMOcDx/view?usp=sharing,Оборудование: Тр. Сгибание ног сидя,15
340,Сгибание ног в тренажере сидя,https://drive.google.com/file/d/1byK1uJYF3u9UeYq1bvmtQqdxgAZ98gaE/view?usp=sharing,Оборудование: Тр. Сгибание ног сидя,15
341,Сгибание ноги с нижнего болка,https://drive.google.com/file/d/1OHsDWQjK3ZL7jrW89XiyuzJGjU2J1wBh/view?usp=sharing,Оборудование: Кроссовер,15
342,Становая тяга,https://drive.google.com/file/d/1ear-uz45zZJz4PG0slAFBuSuS8XyoT_b/view?usp=sharing,Оборудование: Штанга,15
343,Отведение ноги в тренажере,https://drive.google.com/file/d/1hd6xvLg33LndoeDaJ-a4yKSEmRRWBVRB/view?usp=sharing,Оборудование: Тр. Отведение ноги,15
344,Жим с высокой узкой постановкой ног,https://drive.google.com/file/d/1_4vA7XayOrtCy-Mc8rHr_NocvlxJBq1m/view?usp=sharing,Оборудование: Тр. Жим ногами,15
345,Сгибание ног в кроссовере,https://drive.google.com/file/d/1OHsDWQjK3ZL7jrW89XiyuzJGjU2J1wBh/view?usp=sharing,Оборудование: Кроссовер,15
346,Сгибание ноги в кроссовере на наклонной скамье,https://drive.google.com/file/d/1XH2gIgW3drLvhDafMw_2YZIBfjN5vG7R/view?usp=drive_link,Оборудование: Кроссовер,15
347,Сгибние ноги с эспандером на наклонной скамье,https://drive.google.com/file/d/17oOp-8cgKf89Yz4bpQBsbgSCISzaL4Ca/view?usp=sharing,Оборудование: Эспандер/накл скамья,15
348,Румынска тяга со штангой,https://drive.google.com/file/d/1Ly7Mq8vw4B7UdgeKB2soaXXZVGQyfNFS/view?usp=sharing,Оборудование: Штанга,15
349,Сведение  ног в тренажере,https://drive.google.com/file/d/1iPc-JSaaVwXSaSaAv4kcqx7h-7iTpN9I/view?usp=sharing,Оборудование: Тр. Сведение ног,15
350,Выпады в сторону,https://drive.google.com/file/d/1GCRtX9cTZ1cHkR5uq_C9Le6g-hc3Nr2p/view?usp=sharing,Оборудование: С/в /штанга,15
351,Жим с широкой постановкой ног,https://drive.google.com/file/d/1v5NVf2ho20atD08vZBjXAiWg1thPpDfA/view?usp=sharing,Оборудование: Тр. Жим ногами,15
352,Приведение ноги в кроссовере,https://drive.google.com/file/d/1f4RrJVIWZY6sGi_u_MjsFsvuOk8vpuH9/view?usp=sharing,Оборудование: Кроссовер,15
353,"Присед """"Плие""""",https://drive.google.com/file/d/19zvIAyc7smJmw3U7GW098lANSgZM0DSL/view?usp=sharing,Оборудование: С/в /гантель,15
354,"Подъем на носки в  тренажере """"Голень сидя""""",https://drive.google.com/file/d/1wLhUy_gv6gp6j6S7pkiBgfBTyw26T0ld/view?usp=sharing,Оборудование: Тр. Голень сидя,17
355,"Подъем на носки в тренажере """"Голень сидя"""" одной ногой",https://drive.google.com/file/d/1bBJUVDvCedfhZGn8txS3spmBPIzhoEYG/view?usp=sharing,Оборудование: Тр. Голень сидя,17
356,Подъем на носки стоя в Смита,https://drive.google.com/file/d/1enK6SyJ1SQ8SAKSOJuwC35xMbMKqw81a/view?usp=sharing,Оборудование: Тр. Смита,17
357,"Подъем на носки в тренажере """"Голень стоя""""",https://drive.google.com/file/d/1Fqx5HiR98Os9DBTFBFbqNOuIpGGyCtYe/view?usp=sharing,Оборудование: Тр. Голень стоя,17
358,"Подъем на носки в тренажере """"Жим ногами""""",https://drive.google.com/file/d/1MLwOoF7wa9_6iqi6JEkUZZvVoRgid0E6/view?usp=sharing,Оборудование: Тр. Жим ногами,17
359,Подъем на носки сидя в Смита,https://drive.google.com/file/d/1RuDrcdVKH_Uv9v3q4zS2MhSrE0SNAmPL/view?usp=sharing,Оборудование: Тр. Смита,17
360,Подъем на носки стоя на одной ноге с собственным весом,https://drive.google.com/file/d/1WO7qGzaYPClKakECbxLDCulBiGd-_wIT/view?usp=sharing,Оборудование: С/в,17
361,Подъем на носки стоя с собственным весом,https://drive.google.com/file/d/1ldqiyNZ8t74msd--UVrH1flRPGydp36F/view?usp=sharing,Оборудование: С/в,17
362,Скручивания на BOSU с эспандером,https://cloud.mail.ru/public/rYj8/hsni1THyd,Оборудование: Bosu /эспандер жгут,18
363,"Скручивания на римском стуле ",https://cloud.mail.ru/public/WJ7a/KWkrvHyv3,Оборудование: Тр. Римский стул,18
364,Скручивания на скамье для пресса,https://cloud.mail.ru/public/kFUe/2DryBtpL9,Оборудование: Тр. Скамья для пресса,18
365,"Скручивания в тренажере        ",https://cloud.mail.ru/public/6j2k/3zPuBWgpL,Оборудование: Тр. Пресс машина,18
366,Подъём ног в лёжа на полу,https://cloud.mail.ru/public/3AJt/W2p1FFMg4,Оборудование: С/в,18
367,"""""Ножницы""""        ",https://cloud.mail.ru/public/GMq7/U6XSeCDfN,Оборудование: С/в,18
368,Подъем ног со скручиванием,https://cloud.mail.ru/public/x7Pa/bs4Y6K4Bb,Оборудование: С/в,18
369,Скручивания с роликом,https://cloud.mail.ru/public/ekbT/dVS9SSNcA,Оборудование: Ролик для пресса,18
370,Подъём ног в висе,https://cloud.mail.ru/public/vK6t/vWiYyyGKN,Оборудование: Перекладина,18
371,Подъем ног в висе с упором,https://cloud.mail.ru/public/V1Ha/7ghHVgsbv,Оборудование: Тр. Пресс/брусья,18
372,Скручивания в TRX,https://cloud.mail.ru/public/4nPg/XSY3t1HB3,Оборудование: TRX | Статус: 📹,18
373,Планка в TRX,https://cloud.mail.ru/public/MGwS/c4W1n57Dj,Оборудование: TRX,18
374,Плака динамическая в TRX  с порой на один локоть,https://cloud.mail.ru/public/3tV3/HPf7YXvHE,Оборудование: TRX,18
